,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude
1546,11/12/2016,"7981 S Kenwood Ave, Chicago, IL",1,29.0,33.6,53.6,66.5,52.7,41.1,40.9,33.9,32.4,30.8,4.02,-87.59170074564845,41.7503059495762
1547,4/13/2017,"7911 S Kenwood Ave, Chicago, IL",4,3.4,5.19,9.23,9.96,11.9,13.0,13.5,13.9,14.1,13.3,7.26,-87.59191066927427,41.74985265901958
1548,12/24/2019,"7966 S Kimbark Ave, Chicago, IL",1,13.0,13.0,13.0,13.0,13.0,13.0,17.0,16.0,14.0,8.9,3.4,-87.59291529269724,41.750262134749214
1550,1/30/2020,"7937 S Maplewood Ave, Chicago, IL",1,3.48,1.59,1.15,1.07,1.22,1.67,1.9,1.43,1.4,1.35,1.3,-87.68658022937632,41.748362533202176
1551,3/31/2022,"7970 S Richmond St, Chicago, IL",3,14.1,17.1,15.1,14.0,12.4,10.7,10.3,8.95,7.23,6.49,4.94,-87.69595586174418,41.74830565
1552,12/16/2019,"7925 S Woodlawn Ave, Chicago, IL",4,1.41,1.15,1.32,0.5,1.05,1.14,1.04,1.62,0.5,0.5,1.52,-87.59556873785942,41.75009601090826
1554,12/2/2021,"796 N Latrobe Ave, Chicago, IL",3,2.0,2.6,2.8,2.0,1.8,1.8,1.8,1.8,1.8,1.7,1.7,-87.75690707987754,41.89417577376628
1555,6/4/2021,"717 W 116Th St, Chicago, IL",1,9.2,90.0,25.0,29.0,24.0,19.0,17.0,16.0,15.0,17.0,16.0,-87.64099199984715,41.68392910791532
1557,11/4/2016,"763 W 74Th St, Chicago, IL",2,1.62,1.65,1.77,1.89,1.86,1.92,1.96,1.68,1.22,1.44,1.42,-87.64281869274795,41.75968370398106
1558,1/24/2020,"744 W Gordon Ter, Chicago, IL",2,3.73,6.51,7.2,8.95,8.22,8.28,13.2,13.6,11.6,11.0,11.3,-87.64888271034988,41.95794098171103
1561,12/9/2021,"724 W Wrightwood Ave, Chicago, IL",3,4.22,5.97,5.49,2.88,2.7,3.04,3.32,4.68,7.54,8.55,8.34,-87.64863573573095,41.929166027620795
1562,9/21/2021,"8050 S Albany Ave, Chicago, IL",5,1.25,2.23,1.89,2.53,2.37,2.6,3.59,3.5,3.67,3.88,3.42,-87.69997598474163,41.74670044306935
1563,12/7/2021,"8071 S Bennett Ave, Chicago, IL",5,2.36,4.16,4.27,2.3,2.22,4.99,6.49,6.31,8.34,8.77,5.25,-87.57805703837985,41.748081850000005
1564,4/30/2016,"8085 S Constance Ave, Chicago, IL",5,4.73,6.56,7.78,9.1,7.99,10.2,10.0,12.9,10.6,10.3,9.07,-87.58026777342562,41.748699200000004
1565,11/9/2016,"8043 S Justine St, Chicago, IL",2,2.69,8.7,12.5,19.0,29.5,39.7,6.81,5.12,9.62,7.13,4.6,-87.66227760295426,41.74816952939623
1566,10/1/2019,"8054 S Kilpatrick Ave, Chicago, IL",2,48.2,19.7,24.6,35.5,46.5,39.7,23.2,18.1,16.7,16.3,3.82,-87.73861378326171,41.74595510219973
1567,9/29/2021,"8043 S Kilpatrick Ave, Chicago, IL",1,6.9,4.7,8.5,4.1,3.7,4.9,8.4,9.3,9.1,7.3,2.0,-87.73868309068997,41.746105549999996
1568,3/15/2022,"8082 S Loomis Blvd, Chicago, IL",5,6.3,8.57,9.44,7.85,15.1,20.8,20.7,20.2,20.5,20.2,13.8,-87.6583966900281,41.74732860381635
1569,9/6/2019,"8033 S Merrill Ave, Chicago, IL",1,6.48,7.37,7.34,6.16,5.45,4.88,3.85,3.68,3.19,3.29,3.16,-87.57238525899771,41.74878104855887
1570,6/22/2021,"8067 S Perry Ave, Chicago, IL",2,5.19,5.86,6.01,5.62,5.55,5.35,6.06,11.1,12.8,11.7,3.7,-87.62724284089069,41.7482682
1573,5/15/2018,"8147 S Anthony Ave, Chicago, IL",1,9.33,1.18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.58270737451984,41.74695381137333
1574,2/8/2022,"8148 S Artesian Ave, Chicago, IL",1,0.78,0.26,0.23,0.22,0.21,0.23,0.21,0.22,0.19,0.24,0.2,-87.68428782556435,41.745061050000004
1575,6/10/2021,"8178 S Calumet Ave, Chicago, IL",2,8.01,8.68,4.74,4.16,11.4,4.11,3.12,3.21,4.11,1.95,0.5,-87.6165376087382,41.74705371284245
1576,7/21/2021,"8181 S Cornell Ave, Chicago, IL",4,10.9,13.4,14.3,16.1,18.6,17.8,17.1,17.8,17.5,20.6,26.8,-87.5842886371445,41.74658323660469
1577,3/4/2016,"8120 S Euclid Ave, Chicago, IL",2,4.68,5.66,5.98,5.84,6.66,7.26,10.4,12.4,15.2,18.2,21.5,-87.57737187510942,41.7469367
1580,9/13/2019,"8163 S Houston Ave, Chicago, IL",3,58.0,19.1,14.8,21.2,14.1,14.0,16.8,17.6,11.7,22.8,2.7,-87.55027514293272,41.747225164149725
1581,7/26/2021,"8149 S Jeffery Blvd, Chicago, IL",3,4.46,8.32,5.16,3.83,6.17,5.76,6.33,8.29,8.12,5.79,9.52,-87.57614578006218,41.74743515
1582,5/25/2021,"8134 S Justine St, Chicago, IL",4,7.41,13.2,16.9,16.7,15.8,15.9,16.7,16.3,24.1,15.9,15.9,-87.66220133683645,41.74510016814964
1583,5/28/2021,"8111 S Manistee Ave, Chicago, IL",3,3.1,3.1,4.6,7.0,7.5,6.9,6.7,6.7,7.5,7.4,2.7,-87.55756307474077,41.74758300610508
1584,1/21/2020,"8198 S Marquette Ave, Chicago, IL",3,5.44,5.08,6.06,7.55,11.2,9.14,7.93,8.14,9.12,13.8,17.8,-87.55877412983651,41.74753025257104
1585,7/28/2021,"8132 S PaXton Ave, Chicago, IL",2,3.31,4.7,4.52,7.16,4.38,7.26,8.05,7.97,7.66,7.03,2.77,-87.571131067358,41.7464010414798
1588,4/1/2022,"8176 W Balmoral Ave, Chicago, IL",5,4.3,7.12,9.45,10.0,9.68,10.5,11.1,11.2,10.9,9.63,7.83,-87.83122623938735,41.97794927377882
1589,12/10/2021,"8132 W Balmoral Ave, Chicago, IL",1,8.94,10.6,23.4,37.5,42.6,40.5,34.4,28.3,22.2,18.3,16.4,-87.83144107389764,41.97811433746312
1590,2/10/2020,"8287 S Anthony Ave, Chicago, IL",2,4.4,5.2,4.5,7.3,6.1,5.3,5.3,5.3,6.0,6.4,6.3,-87.58063256630865,41.74554308268764
1593,5/20/2021,"8212 S Peoria St, Chicago, IL",2,1.18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.64597957670877,41.743672000000004
1594,9/9/2019,"8231 S Troy St, Chicago, IL",2,3.36,1.85,2.25,2.02,1.75,2.15,1.97,1.71,2.05,2.01,1.63,-87.70087854963597,41.743061453818584
1601,8/3/2018,"8337 S Perry Ave, Chicago, IL",2,4.39,4.78,5.88,6.96,6.15,7.72,12.7,16.4,12.8,11.9,10.6,-87.626923814142,41.74266433823669
1603,2/26/2020,"8383 S Sangamon St, Chicago, IL",3,2.08,1.99,1.56,1.49,1.49,1.49,1.54,1.57,1.54,1.56,1.03,-87.64722405,41.742618699999994
1605,1/2/2020,"8359 S Winchester Ave, Chicago, IL",2,3.0,2.9,3.3,3.0,3.0,3.2,3.1,7.2,20.0,34.0,42.0,-87.67182564507988,41.74160768296405
1607,6/7/2021,"8441 S ColfaX Ave, Chicago, IL",3,4.95,7.16,12.8,12.2,8.55,11.2,13.5,13.8,14.2,13.6,12.4,-87.56093910581598,41.7418419
1610,1/24/2022,"8417 S DreXel Ave, Chicago, IL",2,2.82,1.9,1.9,2.89,2.88,2.9,2.95,3.08,3.12,3.51,2.09,-87.6026129362477,41.7404763674205
1613,5/27/2021,"8449 S Manistee Ave, Chicago, IL",2,2.51,2.94,4.11,3.56,3.55,3.86,4.18,6.68,8.59,8.99,12.4,-87.55768726522172,41.741960578026855
1614,6/9/2021,"8491 S May St, Chicago, IL",2,3.48,3.83,3.65,3.51,3.18,3.18,6.65,10.2,9.92,9.22,2.42,-87.65252274534885,41.74005205
1615,12/23/2019,"8471 S Rhodes Ave, Chicago, IL",1,3.04,5.66,5.52,5.55,6.94,13.2,15.3,13.9,13.8,13.2,8.88,-87.61175874814265,41.74078365
1618,8/30/2016,"8575 S Dante Ave, Chicago, IL",2,3.22,4.42,8.53,5.89,4.82,4.48,4.08,5.5,7.4,6.9,6.86,-87.58921560713335,41.738874285334056
1619,12/30/2019,"8537 S Marshfield Ave, Chicago, IL",5,1.34,1.67,2.29,2.29,2.86,3.54,3.43,3.29,3.3,2.23,1.41,-87.66406276110013,41.7389
1620,8/17/2018,"8540 S Muskegon Ave, Chicago, IL",4,16.4,12.1,12.9,12.5,16.2,19.5,20.3,24.3,24.3,19.7,4.03,-87.55500160512256,41.739372307353165
1622,6/2/2021,"8579 S Vernon Ave, Chicago, IL",3,17.6,10.4,8.27,8.2,10.8,16.4,26.8,41.9,32.8,26.6,19.5,-87.61287469393137,41.73938371486848
1623,3/7/2020,"8571 S Wallace St, Chicago, IL",2,4.08,5.51,18.3,22.2,22.6,22.0,21.2,19.4,16.8,16.4,15.6,-87.63870941702754,41.73850927936932
1624,10/8/2019,"8585 W Agatite Ave, Chicago, IL",3,5.86,6.37,5.7,6.15,6.09,6.26,6.36,6.4,6.29,6.23,5.81,-87.84089781700455,41.96066083910779
1627,6/3/2021,"8631 S Saginaw Ave, Chicago, IL",2,2.7,2.8,3.3,3.5,5.3,7.2,10.0,9.8,9.1,9.3,7.0,-87.56005537803046,41.73800536156296
1628,7/1/2021,"8699 S University Ave, Chicago, IL",4,15.3,10.6,16.5,15.8,16.6,22.1,25.2,27.1,25.5,26.9,7.09,-87.5943180495519,41.737649623070254
1630,1/28/2020,"8724 S Dorchester Ave, Chicago, IL",3,9.46,11.4,11.4,11.9,12.4,13.0,12.8,12.0,12.2,11.6,11.0,-87.59082306808824,41.73622305000001
1634,6/18/2021,"8876 S Bishop St, Chicago, IL",2,2.12,3.56,5.98,9.62,7.58,11.8,12.2,10.5,9.31,6.87,2.12,-87.6596234148295,41.7328866
1635,8/5/2021,"8851 S Cornell Ave, Chicago, IL",5,2.81,3.24,3.52,3.53,4.2,10.0,18.4,22.2,20.6,17.5,15.0,-87.58407610900353,41.734101652031676
1636,9/27/2019,"8866 S Cregier Ave, Chicago, IL",3,6.56,7.95,11.3,11.3,12.1,13.5,13.0,14.3,16.2,19.4,22.5,-87.58063087704632,41.73476405793534
1638,11/30/2019,"8833 S Dauphin Ave, Chicago, IL",1,5.36,5.8,6.0,6.22,8.38,10.8,11.8,12.3,11.4,12.9,8.79,-87.60201457326698,41.73422285
1639,11/12/2016,"8849 S Eggleston Ave, Chicago, IL",2,1.57,1.72,1.47,1.61,1.63,2.38,2.76,2.53,2.73,2.68,2.69,-87.63493139820339,41.73380801733773
1640,6/22/2021,"8888 S Elizabeth St, Chicago, IL",1,2.09,2.07,2.85,3.07,3.27,3.0,2.46,2.0,1.57,1.31,1.22,-87.6541596196848,41.7326115
1642,9/14/2021,"8897 S Kenwood Ave, Chicago, IL",2,5.83,8.74,10.2,10.6,11.6,12.8,12.9,13.1,12.2,11.5,10.9,-87.59182671336444,41.733600382759285
1643,8/16/2021,"8897 S Laflin St, Chicago, IL",1,11.4,13.0,13.0,14.1,17.1,22.0,28.3,25.1,24.3,24.3,20.4,-87.66044632457232,41.73319930037301
1645,9/12/2019,"8896 S Merrill Ave, Chicago, IL",5,7.13,8.46,8.94,9.76,13.2,16.5,25.8,34.8,35.4,34.6,23.9,-87.57234306712121,41.734724400000005
1648,4/17/2017,"8815 S PaXton Ave, Chicago, IL",3,2.03,2.47,3.4,3.78,3.73,5.68,16.6,15.9,14.4,14.0,5.61,-87.57049811915502,41.7346031
1649,1/22/2020,"8892 S Pleasant Ave, Chicago, IL",5,7.43,7.8,8.94,8.34,8.47,9.47,21.8,24.8,25.2,26.2,15.1,-87.674756,41.732231
1652,7/12/2021,"8889 S Wood St, Chicago, IL",1,150.0,29.0,16.0,28.0,14.0,12.0,13.0,19.0,18.0,17.0,2.8,-87.66807688879886,41.7322497
1658,9/3/2019,"8982 S Crandon Ave, Chicago, IL",3,6.0,32.7,15.5,14.1,6.8,5.92,5.19,4.98,4.76,6.17,4.3,-87.56822169116482,41.733166907735914
1662,12/10/2019,"8993 S Jeffery Blvd, Chicago, IL",5,1.87,3.48,2.78,3.92,8.61,4.78,5.72,4.93,5.32,4.94,5.02,-87.57573163516759,41.733027204018626
1664,10/14/2016,"8988 S Oakley Ave, Chicago, IL",1,12.3,10.1,9.44,10.2,9.64,13.3,17.0,15.5,21.4,29.9,24.5,-87.68002278859035,41.73045891590167
1665,2/17/2022,"8958 S Paulina St, Chicago, IL",2,6.38,6.6,6.42,8.05,12.1,12.1,14.5,15.7,16.4,18.1,20.0,-87.665056465172,41.7307372
1666,12/17/2021,"811 E 48Th St, Chicago, IL",1,4.14,3.44,3.57,3.66,4.77,3.99,4.13,4.46,4.95,5.32,18.4,-87.60472297284485,41.807654527770936
1667,5/20/2021,"822 E 89Th St, Chicago, IL",2,3.04,3.16,3.57,3.94,3.58,4.07,8.64,14.9,14.0,12.2,7.76,-87.60354733333334,41.733096777777774
1668,6/30/2017,"874 N Campbell Ave, Chicago, IL",1,10.7,7.61,7.36,8.23,7.91,8.66,7.38,8.15,8.16,13.5,18.1,-87.68945176884316,41.89717394235984
1669,12/3/2019,"853 N Lockwood Ave, Chicago, IL",3,2.3,3.06,2.63,2.54,3.27,3.49,3.4,3.63,4.13,3.57,2.7,-87.75820060495604,41.896425714902705
1670,10/15/2021,"819 S Ada St, Chicago, IL",3,5.16,5.62,7.04,8.11,10.9,12.1,11.7,11.6,16.5,28.2,21.6,-87.66003796087047,41.87082213299173
1673,5/29/2018,"845 W Lill Ave, Chicago, IL",2,2.36,3.9,3.66,3.03,4.15,4.15,3.65,3.6,3.63,3.33,2.03,-87.65058935219498,41.9283329
1674,7/10/2017,"844 W Lill Ave, Chicago, IL",1,1.33,1.69,1.74,1.82,2.39,2.82,3.02,5.94,7.28,6.85,5.26,-87.64968145353134,41.928365150000005
1675,7/31/2018,"843 W Lill Ave, Chicago, IL",2,2.0,1.9,2.45,2.77,2.7,2.99,3.54,4.11,4.42,4.1,4.53,-87.65031273621216,41.92807080080864
1676,11/2/2016,"879 W Lill Ave, Chicago, IL",5,7.75,12.5,20.1,26.5,29.8,33.2,38.0,51.4,20.8,48.8,38.5,-87.65093575588126,41.9282233990608
1677,3/7/2017,"873 W Lill Ave, Chicago, IL",2,3.07,3.07,3.99,3.49,3.64,5.37,8.22,14.8,16.6,16.6,13.3,-87.65132207655665,41.92796105
1679,1/2/2019,"846 W Lill Ave, Chicago, IL",5,7.83,9.68,17.2,18.7,18.1,16.5,14.0,13.6,14.1,15.4,18.0,-87.64966646456577,41.92824682852671
1680,11/18/2021,"899 W Willow St, Chicago, IL",2,15.2,15.6,16.8,19.3,15.0,12.8,17.8,28.0,34.2,39.4,17.9,-87.64872899369584,41.91373878474932
1681,8/18/2021,"9017 S Carpenter St, Chicago, IL",2,5.53,5.96,7.0,7.2,7.3,6.93,5.47,6.15,14.1,16.6,8.3,-87.64961953266544,41.729327300097886
1684,8/12/2021,"9018 S Cregier Ave, Chicago, IL",4,3.1,1.8,1.8,1.7,2.0,1.7,1.5,1.5,1.2,1.0,0.91,-87.58054819873674,41.731200149259244
1688,11/30/2021,"9013 S Kingston Ave, Chicago, IL",3,6.89,7.29,7.75,8.03,8.93,11.9,16.3,16.5,14.9,12.3,7.73,-87.56232299509612,41.73103951263489
1689,8/16/2021,"9091 S PaXton Ave, Chicago, IL",1,8.88,12.3,9.44,8.96,8.65,9.05,14.0,19.7,23.7,26.9,11.2,-87.57038567292716,41.7304723
1690,1/6/2017,"9166 S Bell Ave, Chicago, IL",3,56.4,8.63,6.97,6.28,5.78,4.99,4.52,4.8,4.94,4.85,3.36,-87.67850140262604,41.72728990263352
1692,5/17/2021,"9195 S Cottage Grove Ave, Chicago, IL",4,2.76,1.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.60474602714275,41.72892059944626
1694,2/3/2020,"9152 S Green St, Chicago, IL",2,6.81,7.69,6.89,10.2,12.6,11.7,9.9,8.77,8.26,5.86,5.54,-87.644467,41.726966
1695,2/11/2020,"9126 S Green St, Chicago, IL",4,5.89,6.54,6.62,7.18,8.38,9.64,10.9,10.4,12.2,13.8,15.2,-87.64447538021027,41.72726187631959
1697,6/14/2021,"9196 S Luella Ave, Chicago, IL",3,6.48,6.73,8.72,12.1,13.5,14.0,15.5,16.7,16.4,16.9,14.4,-87.56931527499357,41.728562371658846
1698,7/20/2021,"9144 S Normal Ave, Chicago, IL",1,8.48,7.69,6.9,7.4,8.49,9.43,10.9,9.54,9.18,10.2,24.4,-87.63637469589716,41.72825345
1699,2/1/2020,"9138 S Prairie Ave, Chicago, IL",1,5.9,7.4,13.0,14.0,13.0,14.0,15.0,15.0,15.0,15.0,12.0,-87.61802981985451,41.72749760483522
1700,3/25/2016,"9210 S Dauphin Ave, Chicago, IL",2,15.4,16.7,26.5,23.6,25.2,28.6,30.8,32.4,32.7,32.8,25.4,-87.6032381523163,41.726701195053764
1701,7/23/2021,"9238 S Euclid Ave, Chicago, IL",2,3.02,3.56,4.46,5.15,5.25,6.99,8.44,13.5,13.5,12.6,1.78,-87.5765782184782,41.72708163794726
1702,10/9/2019,"9246 S Forest Ave, Chicago, IL",5,12.7,10.9,14.2,18.2,22.2,23.7,23.3,24.1,23.3,22.6,7.15,-87.61677340687562,41.72572267617078
1704,8/7/2018,"9255 S Hoyne Ave, Chicago, IL",5,6.61,9.09,8.78,8.41,8.36,6.44,14.0,6.78,3.52,4.84,2.36,-87.67465557216086,41.72610870823709
1705,2/26/2020,"9222 S Justine St, Chicago, IL",2,4.72,6.01,3.25,4.27,11.4,18.3,19.0,17.9,18.4,20.0,18.4,-87.6616724093343,41.72557605087782
1706,7/19/2021,"9235 S Luella Ave, Chicago, IL",4,2.93,2.95,4.2,3.96,3.38,3.12,3.19,3.2,5.04,8.36,7.12,-87.56948966172199,41.72693318993747
1709,3/16/2016,"9325 S Bennett Ave, Chicago, IL",2,15.6,16.1,8.91,9.72,7.54,8.87,11.8,17.1,18.3,18.5,15.8,-87.57775553589576,41.72544078263812
1714,9/29/2016,"9399 S Oakley Ave, Chicago, IL",5,2.7,3.42,4.25,5.85,6.3,15.6,15.1,12.3,11.6,11.7,2.65,-87.67961150797285,41.72408642393643
1715,9/12/2019,"9351 S Parnell Ave, Chicago, IL",1,3.24,3.37,4.48,3.9,3.42,3.12,3.06,2.84,2.64,2.36,2.06,-87.63693774952554,41.7244594
1718,11/18/2021,"9381 S St Lawrence Ave, Chicago, IL",2,12.7,17.5,20.0,24.6,24.8,25.2,27.7,28.7,28.2,27.3,22.8,-87.60925577540631,41.72426688109036
1723,7/22/2021,"9477 S Lowe Ave, Chicago, IL",2,6.32,6.85,7.03,7.24,7.32,6.98,7.12,7.63,7.81,11.3,23.0,-87.63970050199839,41.72217942719142
1724,3/29/2021,"9445 S Union Ave, Chicago, IL",2,6.09,5.67,5.72,5.84,5.99,6.46,5.81,5.42,5.0,4.54,4.02,-87.64070046310589,41.72230119029982
1726,11/26/2016,"9489 S Winchester Ave, Chicago, IL",4,6.86,6.94,12.1,12.1,15.7,20.7,16.9,15.8,19.7,18.5,16.9,-87.67130958320573,41.72210295418613
1727,11/15/2018,"9422 S Winchester Ave, Chicago, IL",5,3.46,2.76,2.15,2.03,2.1,5.87,12.0,10.9,10.4,10.1,9.78,-87.67107660342505,41.721685111313846
1729,10/7/2016,"9516 S Claremont Ave, Chicago, IL",5,10.6,8.89,7.38,6.58,5.66,4.6,4.36,4.46,4.29,4.53,5.55,-87.68091761808137,41.72010253838262
1730,9/2/2021,"9513 S Damen Ave, Chicago, IL",5,25.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.67266848302975,41.7193944
1731,9/8/2016,"9595 S Emerald Ave, Chicago, IL",2,5.1,6.4,6.6,7.1,8.4,9.0,11.0,13.0,14.0,15.0,5.7,-87.642065,41.719781
1733,6/21/2021,"9587 S PaXton Ave, Chicago, IL",3,2.07,2.11,3.17,4.95,5.05,5.52,6.22,13.2,9.33,25.1,23.1,-87.57058842857143,41.72206873469388
1734,5/26/2016,"9582 S Prospect Ave, Chicago, IL",1,12.1,13.8,15.4,27.9,27.7,25.3,24.8,23.2,21.9,23.3,24.2,-87.66552509513902,41.72070764021554
1735,11/30/2019,"9573 S Seeley Ave, Chicago, IL",5,2.6,3.33,3.58,3.71,4.81,9.91,9.54,9.11,9.01,8.68,6.29,-87.67382349646502,41.72039045
1736,7/26/2016,"9547 S University Ave, Chicago, IL",2,232.0,24.0,37.3,14.1,55.3,43.7,32.5,30.0,28.8,23.1,9.54,-87.59608711788697,41.72137775525066
1737,4/17/2018,"9551 S University Ave, Chicago, IL",5,8.1,9.5,14.0,10.0,11.0,15.0,16.0,15.0,15.0,14.0,4.2,-87.5960621289346,41.72061171473927
1738,6/22/2021,"9536 S Woodlawn Ave, Chicago, IL",2,22.0,18.0,18.0,16.3,17.4,18.6,16.3,19.6,8.05,7.55,6.42,-87.59447861294059,41.721644049999995
1739,8/22/2019,"9638 S Bishop St, Chicago, IL",5,4.96,5.62,5.73,6.59,7.93,11.0,12.7,13.0,13.5,13.1,3.56,-87.65859307337408,41.71906935791857
1740,1/24/2017,"9631 S Crandon Ave, Chicago, IL",3,4.02,4.44,4.33,4.76,7.0,7.77,8.86,12.1,13.9,14.1,14.6,-87.56718746713756,41.719148149999995
1741,4/16/2016,"9636 S Damen Ave, Chicago, IL",3,8.08,6.92,6.24,6.27,7.65,10.6,9.74,9.45,9.01,8.73,14.3,-87.67180192558595,41.71834115
1745,9/29/2016,"9618 S Prairie Ave, Chicago, IL",3,5.46,5.52,6.79,6.88,7.77,12.2,8.2,8.27,8.76,8.45,7.76,-87.61782601978811,41.71956298477148
1747,5/21/2021,"9687 S Van Vlissingen Rd, Chicago, IL",2,3.37,2.56,1.94,1.8,2.02,2.49,2.58,2.94,2.68,3.02,3.73,-87.5782392457995,41.71976460644388
1748,7/3/2017,"9672 S Winchester Ave, Chicago, IL",1,2.93,2.17,1.86,2.58,2.67,2.4,3.03,3.32,4.81,9.15,9.0,-87.67054967272584,41.71775020774303
1749,8/3/2018,"9622 S Winchester Ave, Chicago, IL",1,6.02,8.12,2.47,2.51,2.71,2.93,2.66,3.1,3.62,5.31,7.73,-87.67055831465035,41.718038574814415
1752,3/25/2022,"9726 S Muskegon Ave, Chicago, IL",4,2.96,3.24,3.31,3.45,9.78,14.8,10.8,9.22,8.93,8.8,7.59,-87.55526950000001,41.718179500000005
1754,11/1/2017,"9750 S Yates Ave, Chicago, IL",1,4.68,6.35,11.3,21.5,16.5,36.7,25.6,33.4,15.7,26.6,12.2,-87.56474237757546,41.717009480594044
1755,10/8/2020,"9815 S Manistee Ave, Chicago, IL",5,3.12,5.08,4.5,4.8,4.61,5.07,4.5,4.13,6.34,9.1,6.15,-87.55620058787845,41.716790700000004
1759,10/17/2019,"9812 S Damen Ave, Chicago, IL",3,5.84,7.86,8.46,8.42,8.27,7.84,7.84,7.87,12.7,25.7,35.1,-87.67227757712689,41.714378623045015
1761,11/5/2020,"9815 S Indiana Ave, Chicago, IL",3,2.38,6.26,3.77,3.67,3.5,3.68,5.86,8.63,9.41,9.42,10.4,-87.61876013929381,41.715902778774144
1764,10/21/2016,"9863 S Manistee Ave, Chicago, IL",2,6.0,6.5,8.02,9.37,11.4,13.5,12.6,10.9,18.9,2.8,25.2,-87.55620310632645,41.715586599999995
1765,3/4/2022,"9824 S Maryland Ave, Chicago, IL",4,6.59,7.72,10.8,13.8,15.4,14.3,21.5,25.1,26.9,33.7,36.1,-87.60330631731333,41.71513555
1766,10/8/2019,"9933 S California Ave, Chicago, IL",1,2.26,4.38,12.9,16.9,17.6,14.9,19.6,28.6,12.8,9.34,6.59,-87.691808,41.712532
1768,8/27/2019,"9963 S Clyde Ave, Chicago, IL",1,18.4,17.0,18.2,38.4,43.9,44.5,43.6,43.3,42.1,38.7,47.4,-87.57195794230769,41.71375553846154
1770,2/18/2022,"9949 S Damen Ave, Chicago, IL",4,6.8,10.8,14.4,13.2,12.7,12.0,13.3,13.2,11.4,9.85,4.74,-87.6722386734694,41.7127213877551
1775,3/21/2019,"9971 S Longwood Dr, Chicago, IL",2,9.07,11.6,12.8,14.5,17.6,18.3,12.6,16.3,25.5,28.8,14.5,-87.66901500922444,41.71281018823358
1776,1/21/2020,"9981 S Merrill Ave, Chicago, IL",2,8.04,9.4,9.29,10.1,13.3,17.7,18.3,21.8,21.8,18.6,17.6,-87.57095545794392,41.7144086
1778,8/22/2016,"9958 S Prospect Ave, Chicago, IL",3,9.57,10.1,9.76,10.3,10.5,1.1,19.8,22.0,21.7,23.7,22.3,-87.66295158981146,41.71309155197807
1779,3/6/2020,"9927 S Sangamon St, Chicago, IL",2,9.07,5.98,4.81,5.3,5.79,10.1,14.1,19.2,23.3,26.9,30.3,-87.64674257636739,41.712810154056065
1780,9/18/2018,"940 N Damen Ave, Chicago, IL",2,3.74,3.29,5.35,5.55,5.95,7.48,12.6,14.8,13.8,12.0,10.9,-87.67688929080145,41.898549349999996
1783,1/26/2022,"924 W Gunnison St, Chicago, IL",5,2.84,3.8,4.0,4.31,4.01,3.92,3.97,4.16,5.48,14.4,7.75,-87.6538226506008,41.9698154
1785,11/22/2021,"30 W 78Th St, Chicago, IL",2,5.7,7.6,8.3,7.0,6.5,9.6,6.1,4.5,5.6,5.7,3.2,-87.62675851699092,41.752818534387444
1786,10/28/2021,"40 W 81St St, Chicago, IL",3,4.72,4.76,7.69,11.5,9.61,9.36,9.5,12.3,11.0,8.99,2.96,-87.626768,41.747181
1787,6/18/2019,"70 W Burton Pl, Chicago, IL",2,7.8,6.5,5.9,5.7,5.7,6.0,6.8,8.0,8.4,8.3,7.9,-87.63060914410359,41.909532073211125
